outcome,category_name,sub_category_name,goal,pledged,outcome
successful,"Film & Video",Documentary,3000,3050,successful
failed,"Film & Video",Documentary,10000,4218,failed
failed,Publishing,"Children's Books",5000,1330,failed
failed,Games,"Tabletop Games",25000,1977,failed
failed,Technology,Hardware,16000,1,failed
successful,Design,"Graphic Design",3666,26042.5,successful
successful,Theater,Theater,2000,2223,successful
failed,Food,"Food Trucks",4600,0,failed
failed,"Film & Video",Documentary,15000,1005,failed
successful,Music,"Indie Rock",6000,6050,successful
successful,Photography,Photobooks,3750,18492,successful
failed,Technology,Technology,67000,698,failed
failed,"Film & Video","Science Fiction",3000,1,failed
successful,Comics,Comics,1000,1310,successful
successful,Games,"Tabletop Games",1000,1516,successful
failed,Photography,Photography,2250,125,failed
failed,Technology,Web,1000,0,failed
failed,Games,"Tabletop Games",12500,278,failed
failed,Games,"Tabletop Games",10000,461,failed
failed,Music,Rock,2500,195,failed
failed,Food,Drinks,50000,0,failed
successful,Publishing,"Children's Books",8000,8326,successful
successful,Music,"Classical Music",2000,2164,successful
failed,Games,Games,2000,97,failed
failed,"Film & Video",Shorts,5000,20,failed
failed,Crafts,DIY,500,10,failed
failed,Music,"Classical Music",300000,0,failed
failed,Fashion,Apparel,100,15,failed
successful,Comics,Anthologies,6000,8351,successful
successful,"Film & Video","Film & Video",2550,2630.77,successful
failed,"Film & Video",Webseries,3000,180,failed
successful,"Film & Video","Film & Video",3000,3330,successful
failed,Design,"Product Design",15000,4002,failed
failed,"Film & Video",Documentary,3000,0,failed
successful,Music,"Indie Rock",4000,4463.03,successful
successful,Art,Art,1000,1245,successful
successful,Publishing,Fiction,5000,5309,successful
successful,Food,Food,10000,12160,successful
successful,Fashion,Accessories,25000,137385,successful
failed,Publishing,Fiction,2000,50,failed
failed,Publishing,"Art Books",8000,1559,failed
failed,Design,"Product Design",30000,2360,failed
failed,Design,"Product Design",20000,2459,failed
successful,Music,Rock,25000,34660,successful
failed,Art,"Video Art",1239,1,failed
failed,"Film & Video",Shorts,6000,292,failed
failed,Art,Ceramics,2700,440,failed
successful,Design,"Product Design",5000,6294,successful
failed,Publishing,Fiction,6500,1631,failed
failed,Art,Art,1500,40,failed
failed,Technology,Web,50000,5,failed
successful,Food,Events,10,20,successful
successful,Art,"Public Art",15000,27357.2,successful
successful,Music,Pop,700,845,successful
successful,Crafts,Crafts,1500,1500,successful
successful,Food,"Community Gardens",1600,1625,successful
successful,Publishing,"Young Adult",8000,8272.5,successful
failed,Food,Food,10,0,failed
failed,Music,Music,3000,305,failed
successful,Publishing,"Art Books",375,400,successful
successful,Design,Design,5000,82082.01,successful
failed,Fashion,Apparel,15000,0,failed
successful,Food,"Small Batch",5000,5738,successful
successful,"Film & Video",Shorts,7500,7669,successful
failed,Fashion,Apparel,80000,8941,failed
failed,Music,Hip-Hop,2300,60,failed
failed,Design,"Product Design",5000,0,failed
failed,Publishing,Nonfiction,10000,11,failed
failed,Art,Art,5000,30.5,failed
failed,Fashion,Fashion,5000,135,failed
failed,Technology,Web,12000,2438,failed
failed,Art,Art,9155,50,failed
failed,Fashion,Fashion,24000,151,failed
successful,Art,Sculpture,200,585,successful
failed,"Film & Video",Documentary,12000,0,failed
failed,Publishing,Poetry,10000,200,failed
failed,Comics,"Comic Books",2000,573,failed
failed,"Film & Video","Film & Video",4000,31,failed
successful,"Film & Video",Shorts,6000,6142,successful
failed,Games,"Video Games",5000,638.1,failed
failed,Crafts,Crafts,500,40,failed
successful,Food,Restaurants,30000,31247,successful
successful,Publishing,"Children's Books",8500,9425,successful
failed,Music,"Indie Rock",300,0,failed
failed,Publishing,Nonfiction,24000,215,failed
failed,Games,"Video Games",9990,0,failed
failed,Publishing,"Children's Books",4500,515,failed
failed,Theater,Theater,5000,0,failed
successful,"Film & Video",Shorts,7500,7550,successful
failed,Music,Punk,2500,183,failed
failed,Journalism,Journalism,1000,1,failed
successful,Design,"Product Design",15000,109341,successful
successful,Music,"Indie Rock",1200,1240,successful
failed,Publishing,"Children's Books",2000,886,failed
failed,Design,"Product Design",14500,11,failed
failed,Music,Jazz,400,145,failed
successful,Games,"Tabletop Games",2000,4653,successful
successful,Theater,Theater,2500,2695,successful
failed,Comics,Comics,200,0,failed
successful,Games,"Tabletop Games",5000,5727.01,successful
failed,Crafts,Crafts,5000,0,failed
successful,"Film & Video",Shorts,5700,5760.02,successful
successful,"Film & Video",Documentary,75000,81797,successful
successful,Technology,Robots,7000,8285,successful
failed,"Film & Video","Movie Theaters",125000,1,failed
successful,Music,Music,800,945,successful
successful,Games,Games,4000,20622.01,successful
failed,Photography,Photography,23000,65,failed
failed,Music,Pop,150000,591,failed
failed,Fashion,Apparel,500,2,failed
successful,Art,Art,500,578,successful
failed,Music,Pop,2500,10,failed
failed,Photography,People,2000,140,failed
successful,"Film & Video","Film & Video",2500,2588,successful
failed,"Film & Video","Narrative Film",2000,0,failed
successful,Theater,Theater,3000,3053,successful
successful,Music,"Indie Rock",5000,5130,successful
successful,Theater,Theater,23300,23636.18,successful
successful,Fashion,Apparel,20,824,successful
failed,Music,Pop,3000,682,failed
failed,"Film & Video",Documentary,5000,0,failed
successful,"Film & Video",Documentary,10000,10463,successful
successful,Music,Jazz,8000,8435,successful
failed,Theater,Theater,750,280,failed
failed,Publishing,Fiction,22000,1277,failed
successful,Technology,Hardware,3000,7573,successful
failed,Food,Restaurants,50000,0,failed
successful,Music,Music,1000,1000,successful
failed,Crafts,Crafts,10000,2582,failed
successful,Technology,Gadgets,100000,470310.46,successful
failed,"Film & Video",Documentary,45000,0,failed
successful,Food,Food,4000,9177,successful
successful,Music,Music,750,1050.37,successful
successful,Technology,Web,25000,26385,successful
failed,Publishing,"Children's Books",10000,160,failed
successful,"Film & Video",Shorts,10000,10010,successful
failed,"Film & Video",Shorts,3500,0,failed
failed,"Film & Video",Shorts,8500,25,failed
successful,Art,Ceramics,25000,27200,successful
failed,Music,"Classical Music",22500,10785,failed
successful,Comics,Anthologies,10000,23051.41,successful
successful,Crafts,Crafts,2200,2530,successful
failed,"Film & Video",Shorts,19000,25,failed
failed,Publishing,Fiction,1500,0,failed
failed,Crafts,Crafts,12,3,failed
failed,Theater,Theater,5000,120,failed
successful,"Film & Video","Music Videos",2600,2603.23,successful
failed,"Film & Video",Documentary,14000,1,failed
failed,Publishing,Calendars,1500,2,failed
failed,Photography,People,16000,50,failed
successful,Dance,Dance,20000,20150,successful
failed,Fashion,Fashion,4899,6,failed
successful,Technology,Hardware,12000,14056.99,successful
successful,Design,"Product Design",30000,35784,successful
failed,Fashion,Fashion,50000,35,failed
successful,Dance,Performances,5000,5890,successful
failed,"Film & Video","Film & Video",10000,0,failed
successful,Technology,Web,30000,104983.42,successful
failed,"Film & Video",Documentary,15000,35,failed
successful,Design,"Product Design",150000,187849,successful
successful,Publishing,Publishing,2000,6784.52,successful
successful,Music,"Classical Music",1500,1640,successful
failed,Food,"Small Batch",25000,4929,failed
failed,Music,"Indie Rock",2500,60,failed
successful,"Film & Video",Animation,100000,128785,successful
failed,Music,Music,168000,28,failed
failed,Design,"Product Design",2000,95,failed
successful,Music,Rock,3000,9335.19,successful
failed,Design,Design,10000,140,failed
successful,Games,"Video Games",7000,8008.14,successful
failed,Publishing,Nonfiction,4056,174,failed
failed,Technology,Flight,15000,22,failed
failed,"Film & Video","Film & Video",25000,500,failed
failed,Food,"Farmer's Markets",2000,270,failed
failed,Music,"Country & Folk",1000,268,failed
failed,"Film & Video",Documentary,20000,2100,failed
failed,Technology,Apps,17000,260,failed
successful,Music,Rock,1200,2005,successful
successful,Food,Vegan,1800,2863,successful
successful,Technology,Makerspaces,20000,37104,successful
failed,Games,"Tabletop Games",7000,189,failed
failed,Food,Food,18000,25,failed
failed,Art,Art,350,235,failed
failed,"Film & Video",Webseries,5000,0,failed
failed,Food,Restaurants,20000,0,failed
successful,Theater,Theater,14000,14709,successful
failed,Design,Design,1200,565,failed
successful,Music,Hip-Hop,1000,1035,successful
failed,Fashion,Apparel,3500,0,failed
failed,Fashion,Apparel,350,0,failed
failed,Technology,Web,250,1,failed
failed,"Film & Video",Webseries,2500,0,failed
failed,Comics,Comics,4000,0,failed
failed,Art,"Digital Art",3000,386,failed
failed,Publishing,Nonfiction,9800,11,failed
successful,Food,Food,800,802.59,successful
failed,Music,"Indie Rock",2800,2354,failed
successful,"Film & Video","Film & Video",9280,9305.67,successful
successful,"Film & Video",Shorts,6000,6535,successful
failed,Publishing,"Art Books",75000,13417,failed
failed,Games,"Tabletop Games",10000,224,failed
successful,Fashion,Fashion,7500,7500,successful
failed,Food,"Food Trucks",35000,2,failed
failed,Art,"Performance Art",350,0,failed
failed,Technology,Software,12000,0,failed
failed,Games,"Tabletop Games",7200,3496,failed
failed,Music,Rock,5000,460,failed
failed,Design,"Product Design",2000,130,failed
failed,Food,Events,100,0,failed
failed,Publishing,Nonfiction,8000,535,failed
failed,"Film & Video","Narrative Film",6000,1570,failed
failed,Music,Hip-Hop,120000,0,failed
failed,"Film & Video",Shorts,15000,315,failed
failed,Music,"Indie Rock",13000,0,failed
failed,Fashion,Apparel,15000,1951,failed
failed,Fashion,Fashion,25000,1,failed
failed,Fashion,Apparel,1000,81,failed
successful,Music,"World Music",10000,10729.36,successful
successful,"Film & Video","Film & Video",3300,5411.91,successful
failed,Design,"Graphic Design",5000,111,failed
failed,Technology,Gadgets,100000,31956,failed
failed,"Film & Video","Film & Video",1700000,0,failed
successful,Publishing,Nonfiction,8000,8760,successful
successful,Theater,Theater,1500,2015,successful
failed,Art,Art,3000,710,failed
successful,Photography,Photography,3800,3930,successful
successful,Games,"Tabletop Games",1800,2136,successful
failed,"Film & Video",Shorts,2000,0,failed
failed,Fashion,Fashion,25000,8671,failed
failed,Publishing,Nonfiction,25000,1,failed
failed,Dance,Performances,5500,0,failed
failed,"Film & Video",Webseries,12500,31,failed
failed,Publishing,Publishing,10000,2010,failed
failed,Design,"Product Design",75000,18422,failed
failed,Design,"Product Design",11000,20,failed
successful,Theater,Theater,1500,1501,successful
failed,"Film & Video","Narrative Film",65000,3695,failed
successful,"Film & Video",Shorts,6500,7930,successful
successful,Food,"Small Batch",9000,9249,successful
successful,"Film & Video",Documentary,10000,10721.22,successful
successful,Publishing,Fiction,6000,6592,successful
failed,Technology,Technology,500000,1,failed
successful,Theater,Musical,2500,2822,successful
failed,"Film & Video",Documentary,3250,422,failed
successful,Games,"Tabletop Games",10000,10215,successful
failed,"Film & Video","Film & Video",1500,130,failed
failed,Publishing,Fiction,472,93,failed
successful,"Film & Video",Shorts,500,785,successful
successful,Publishing,Publishing,25,35.25,successful
failed,Technology,Technology,5000,20,failed
successful,Art,"Mixed Media",300,380,successful
successful,Food,Food,4680,4735.75,successful
successful,Music,"Indie Rock",3500,3840,successful
failed,Food,"Small Batch",16000,179,failed
failed,Games,"Mobile Games",5000,0,failed
successful,Design,"Graphic Design",1337,11354,successful
failed,Games,"Playing Cards",5000,100,failed
failed,"Film & Video",Documentary,2100,255,failed
successful,Music,Rock,500,549,successful
successful,Music,"Indie Rock",2100,3235,successful
successful,Theater,Experimental,1200,1200,successful
failed,"Film & Video",Documentary,40000,10860,failed
successful,Art,Painting,3500,3606,successful
failed,Food,Food,2000,0,failed
failed,Technology,Wearables,100000,15390,failed
failed,Music,"World Music",6400,0,failed
successful,Theater,Theater,5000,5035,successful
failed,"Film & Video",Documentary,5000,5,failed
failed,Technology,Web,30000,25645,failed
failed,Music,Music,5999,205.03,failed
failed,"Film & Video","Science Fiction",3000,0,failed
successful,"Film & Video","Film & Video",44000,49857.5,successful
failed,Food,Food,1000,45,failed
failed,Food,Food,35000,6137,failed
failed,Music,Punk,500,1,failed
successful,Design,"Product Design",12000,15431,successful
successful,Publishing,"Children's Books",5550,5550,successful
successful,Publishing,Fiction,3500,13017,successful
failed,Design,"Product Design",2100,142,failed
successful,Publishing,Nonfiction,1000,1113.08,successful
successful,Fashion,Jewelry,400,1875,successful
successful,Publishing,Nonfiction,1440,1540,successful
failed,Photography,Photobooks,11000,3986,failed
failed,Technology,Apps,150000,2,failed
failed,Art,Painting,10000,1200,failed
successful,"Film & Video",Webseries,399,405,successful
failed,Art,Art,2000,136,failed
successful,"Film & Video",Shorts,8000,9755,successful
failed,Music,Music,80,25,failed
failed,"Film & Video",Shorts,500,1,failed
failed,Food,Food,30000,8,failed
successful,Music,Faith,10000,11747,successful
successful,Fashion,Couture,500,500,successful
successful,"Film & Video","Film & Video",10000,10390,successful
successful,Comics,"Comic Books",2500,2531,successful
failed,Technology,Wearables,75000,3251,failed
failed,Food,Cookbooks,1700,20,failed
successful,Crafts,Crafts,30000,63423,successful
successful,Design,"Product Design",7500,14197.29,successful
failed,Music,Hip-Hop,18000,50,failed
successful,"Film & Video","Music Videos",2000,2670,successful
successful,Publishing,Poetry,2000,2251,successful
successful,Publishing,"Children's Books",4850,5625,successful
failed,Food,Restaurants,60000,9,failed
failed,Technology,Gadgets,10000,1935,failed
successful,Music,Pop,1000,3480,successful
failed,Design,Design,1250,1,failed
successful,"Film & Video",Documentary,1000,1000,successful
failed,Design,"Product Design",11111,4645,failed
failed,Art,Installations,10000,25,failed
successful,Publishing,"Children's Books",6000,8000,successful
failed,Design,"Product Design",1000,90,failed
successful,Food,Events,3000,6596,successful
successful,Games,"Video Games",300000,2278255.33,successful
